Polarity,Review Text
0,нд д!: ‘еж— гд «б ежн… б« нгяд √д  ”б» «б—«∆Ќ… «бя—не… «бд« ћ… гд е–е «бЌ’н—….  ћд»е« »√н Ћгд.
0,"гќн»… бб¬г«б: я«д  е–е —ж«н н «б√жбм бѕ«дннб ” нб ° ж√д« ¬”Ё ббёжб ≈ддн ‘Џ—  »ќн»… √гб ≈“«Ѕе«. я«д  «бЌ»я… гЋн—… бб«е г«г бѕ—ћ… √ддн  Џбё  »е« Ќ м «бде«н… ° бяд «бя «» я«д Ён √г” «бЌ«ћ… ≈бм гЌ—— ћнѕ. я—— «бгƒбЁ дЁ”е г—«—р« ж я—«—р«. ‘Џ—  яг« бж яд  √ё—√ «бг”жѕ… «б√жбм »ѕб«р гд «бгд ћ «бде«∆н. ≈–« яд   ” г Џ »«бё—«Ѕ… гд √ћб  дгн… ‘ќ’н… жћг«б «ббџ… »ёѕ— Ќ»я… «б—ж«н… ° б« √ж’н »е–« «бя «»."
0,"«‘ —н  е–« «бќб«Ў. »Џѕ »÷Џ… √‘е— гд «б«” ќѕ«г °  жёЁ Џд «бЏгб. б« н“«б  Ќ  «б÷г«д °«—”б е «бм «б‘—я… . »Џѕ ‘е—нд √—”бж« бн ќб«Ў« ћѕнѕ«. »Џѕ ‘е—нд гд «д е«Ѕ «б÷г«д °  жёЁ Џд «бЏгб г—… √ќ—м. √‘Џ— »ќн»… √гб ."
0,бн”  ќб«Ў« ббЁж«яе «бгћгѕ…: «‘ —н  е–« «бќб«Ў ё»б Џ«г б’дЏ Џ’«∆— «бЁж«яе «бгћгѕ…. «Џ ёѕ  «де нЏгб »‘яб ёжн . «б¬д бд  ѕж— «б‘Ё—«  ж«бћ“Ѕ «б”Ёбн н’ѕ√ »яб «б√‘н«Ѕ.
0,"гќн» ћѕ« бб¬г«б! нƒбг √–дня. ж’бдн яеѕн… Џнѕ «бгнб«ѕ «бгё»б. «бќб«Ў  нг“ћ ћнѕ« ж  Ёне ћ—… “ћ«ћн…. е–« Џд «нћ«»н« е. ≈де √’ќ» √ће“… «бгЎ»ќ «б н ”гЏ е«.  —д √–дн  »Џѕ «” ќѕ«ге ж√Ќн«д« нƒбг √–дн. нƒѕн ѕж—«д «б‘Ё—«  ≈бм Ёя ћ—… «бќб«Ў гд «бё«Џѕ…. ќгд  гёѕ«— «бг Џ… б дўнЁе. бн” ’«ќ»«  ЁёЎ »б  √дя  —нѕ √д  яжд Ён џ—Ё… √ќ—м Џдѕг« нЏгб  ° »б нћ» √д  ёЁ ед«я ж ўб «бћ—… Ћ«» … √ж ”няжд бѕня Ёж÷м Ќёнён… Џбм нѕня. б«  ‘ —н е–« «бќб«Ў! е–е ен «бг—… «б√жбм «б н √’»  Ёне«  »ќн»… √гб."
0,"гќн» ћѕ« бб¬г«б! нƒбг √–дня. ж’бдн яеѕн… Џнѕ «бгнб«ѕ «бгё»б. «бќб«Ў  нг“ћ ћнѕ« ж  Ёне ћ—… “ћ«ћн…. е–« Џд «нћ«»н« е. ≈де √’ќ» √ће“… «бгЎ»ќ «б н ”гЏ е«.  —д √–дн  »Џѕ «” ќѕ«ге ж√Ќн«д« нƒбг √–дн. нƒѕн ѕж—«д «б‘Ё—«  ≈бм Ёя ћ—… «бќб«Ў гд «бё«Џѕ…. ќгд  гёѕ«— «бг Џ… б дўнЁе. бн” ’«ќ»«  ЁёЎ »б  √дя  —нѕ √д  яжд Ён џ—Ё… √ќ—м Џдѕг« нЏгб  ° »б нћ» √д  ёЁ ед«я ж ўб «бћ—… Ћ«» … √ж ”няжд бѕня Ёж÷м Ќёнён… Џбм нѕня. б«  ‘ —н е–« «бќб«Ў! е–е ен «бг—… «б√жбм «б н √’»  Ёне«  »ќн»… √гб."
0,"«” г— б»÷Џ ѕё«∆ё!: √—ѕ  ‘—«Ѕ гён«” «бЌ—«—… («бћѕнѕ ж«бгЌ”шд) ° бяд «б√г«“жд Џ—÷ е гд ќб«б »«∆Џ ќ«—ћн Ё—÷ —”жг« бб‘Ќд ... жн»ѕж √д гён«” «бЌ—«—… е–« ёѕ ёѕ Ќ«“ Џбм  Џбнё«  ћнѕ…  ° б–« –е»  гЏ «бќн«— «б√—ќ’. «” бг е «б√”»жЏ «бг«÷н ж«” ќѕге «ббнб… «бг«÷н… Џбм ‘—«∆Ќ «ббЌг бѕнд«. бёѕ «‘ џб »‘яб ћнѕ Ён «б»ѕ«н….  гяд  гд ÷»Ў ѕ—ћ… «бЌ—«—… «б’ЌнЌ… Џбм «б‘«‘… ж—√н  √д ё—«Ѕ… ѕ—ћ… «бЌ—«—…  дќЁ÷ »гћ—ѕ √д нд ёб «бгћ” гд «бЏѕ«ѕ ≈бм «ббЌг. Џдѕг« дў—  ≈бне »Џѕ Ќж«бн 5 ѕё«∆ё ° я«д  «б‘«‘… Ё«—џ…. Ќ«жб  гЏ “— «бЎ«ё… жбяд ѕжд ћѕжм. «Џ ёѕ  »Џѕ –бя √де« ёѕ  яжд «б»Ў«—н… ° жбяд Ќ м гЏ жћжѕ »Ў«—н… ћѕнѕ… ° Ё≈д «бЎ«ё… бд  Џжѕ г—… √ќ—м! б–бя г« бг  яд »Ќ«ћ… ≈бм гн“«д Ќ—«—… нгяд «б ќб’ где нѕжг б»÷Џ ѕё«∆ё ЁёЎ ° «д ёб ≈бм Џб«г…  ћ«—н… √ќ—м!"
0,"б«   ѕ—«г«: √д« √я—е ≈ЏЎ«Ѕ е–« «бя «»  ённг«  гдќЁ÷р« бяде я«д ггбр« ббџ«н…. ёѕ нёжѕя «бЏдж«д ≈бм «б«Џ ё«ѕ »√д «бгƒбЁ… ”жЁ  —”г ё’… ‘ќ’нд ж ё«—д «бћж«д» ° бяде« Ён «бЌёнё…  ќ»—я Ён «б’ЁЌ«  «бёбнб… «б√жбм »√де«  Џ »—е ’«Ќ» —ƒн…. б« нжћѕ Ён «бя «» г« нжЌн »√д «бгж÷жЏ я«д ‘—н—р« Џбм «б≈Ўб«ё. бѕн «е г«г я»н— бядн бг  √ гяд гд  ≈де«Ѕ е–« «бя «» - жя«д  е–е гЌ«жб н «бЋ«дн…."
0,"ћѕ« ћѕ гќн» бб¬г«б: ћжѕ… «б’ж—… ж«б’ж  —ѕн∆… ббџ«н… ж √”жЅ гд ‘—нЎ «бЁнѕнж ° ж—»г« д”ќ… б√’б г”—жё "
0,"’џн—… ћѕр«!: яд  √ ЎбЏ бж÷Џе« Џбм ”н«— н°  жен ’џн—… ћѕр«. я«д нћ» Џбн ё—«Ѕ… «бЌћг Џд ё—»  ё»б «бЎб» ."
